list_name,name,label::English,label::Hausa,label::Kanuri,State,LGA,Ward,livecope,,,,
clusters,id_8794,OLD MAIDUGURI POLICE STATION CAMP,OLD MAIDUGURI POLICE STATION CAMP,OLD MAIDUGURI POLICE STATION CAMP,,,NG008013011,,,,,
clusters,id_8801,AJARI,AJARI,AJARI,,,NG008013011,,,,,
clusters,id_8806,SHUWARI 1,SHUWARI 1,SHUWARI 1,,,NG008013011,,,,,
clusters,id_8807,ALI KA'ARI (LARI KARI),ALI KA'ARI (LARI KARI),ALI KA'ARI (LARI KARI),,,NG008013011,,,,,
clusters,id_8821,Bulama Bukar Kolo,Bulama Bukar Kolo,Bulama Bukar Kolo,,,NG008014002,,,,,
clusters,id_8822,AJARI,AJARI,AJARI,,,NG008014002,,,,,
clusters,id_8823,BULAMA KADAU,BULAMA KADAU,BULAMA KADAU,,,NG008014002,,,,,
clusters,id_8824,LAWANTI KURA,LAWANTI KURA,LAWANTI KURA,,,NG008014002,,,,,
clusters,id_8828,GSS BENISHEIKH,GSS BENISHEIKH,GSS BENISHEIKH,,,NG008014002,,,,,
clusters,id_8829,LOW COST / SDP,LOW COST / SDP,LOW COST / SDP,,,NG008014002,,,,,
clusters,id_8832,AISHA BUHARI CAMP,AISHA BUHARI CAMP,AISHA BUHARI CAMP,,,NG008014002,,,,,
clusters,id_8834,LAWANTI KURA,LAWANTI KURA,LAWANTI KURA,,,NG008014002,,,,,
clusters,id_8835,AJARI,AJARI,AJARI,,,NG008014002,,,,,
clusters,id_8842,Bulama Bukar,Bulama Bukar,Bulama Bukar,,,NG008014009,,,,,
clusters,id_8843,LAWANTI GANA,LAWANTI GANA,LAWANTI GANA,,,NG008014009,,,,,
clusters,id_8851,Goni Umarti,Goni Umarti,Goni Umarti,,,NG008014011,,,,,
clusters,id_8852,NGAMDU A,NGAMDU A,NGAMDU A,,,NG008014011,,,,,
clusters,id_8853,NGAMDU B,NGAMDU B,NGAMDU B,,,NG008014011,,,,,
clusters,id_8856,Boarding Primary School Behind Boarding,Boarding Primary School Behind Boarding,Boarding Primary School Behind Boarding,,,NG008015007,,,,,
clusters,id_8857,Kalumari,Kalumari,Kalumari,,,NG008015007,,,,,
clusters,id_8883,Mallum Bidiri,Mallum Bidiri,Mallum Bidiri,,,NG036010001,,,,,
clusters,id_8898,Mallum Kunu,Mallum Kunu,Mallum Kunu,,,NG036010001,,,,,
clusters,id_8899,Bulaburin,Bulaburin,Bulaburin,,,NG036010001,,,,,
clusters,id_8911,Abuja Konkon,Abuja Konkon,Abuja Konkon,,,NG036010002,,,,,
clusters,id_8918,Dagirari,Dagirari,Dagirari,,,NG036010002,,,,,
clusters,id_8919,Kilbuwa,Kilbuwa,Kilbuwa,,,NG036010002,,,,,
clusters,id_8935,Aridi,Aridi,Aridi,,,NG036010003,,,,,
clusters,id_8942,Garin Gawo,Garin Gawo,Garin Gawo,,,NG036010003,,,,,
clusters,id_8960,Gadan Dinya,Gadan Dinya,Gadan Dinya,,,NG036010004,,,,,
clusters,id_898,Galimbo,Galimbo,Galimbo,,,NG036002003,,,,,
clusters,id_8987,Damamuni,Damamuni,Damamuni,,,NG036010005,,,,,
clusters,id_8989,Gremari,Gremari,Gremari,,,NG036010005,,,,,
clusters,id_8991,Nojari,Nojari,Nojari,,,NG036010005,,,,,
clusters,id_8993,Isari,Isari,Isari,,,NG036010005,,,,,
clusters,id_8997,Garin Liman,Garin Liman,Garin Liman,,,NG036010006,,,,,
clusters,id_9,Sabon Gari Lawan Abdu,Sabon Gari Lawan Abdu,Sabon Gari Lawan Abdu,,,NG008002001,,,,,
clusters,id_9014,Bujuri,Bujuri,Bujuri,,,NG036010007,,,,,
clusters,id_9015,Malum Bukarti,Malum Bukarti,Malum Bukarti,,,NG036010007,,,,,
clusters,id_9022,Ladandi,Ladandi,Ladandi,,,NG036010007,,,,,
clusters,id_9024,Karasuwa Galu,Karasuwa Galu,Karasuwa Galu,,,NG036010007,,,,,
clusters,id_9026,Atta,Atta,Atta,,,NG036010007,,,,,
clusters,id_9044,Babagana Maidugu Yusufari,Babagana Maidugu Yusufari,Babagana Maidugu Yusufari,,,NG036010008,,,,,
clusters,id_9047,Garin Liman,Garin Liman,Garin Liman,,,NG036010009,,,,,
clusters,id_9066,Military Barrack,Military Barrack,Military Barrack,,,NG008016001,,,,,
clusters,id_9067,Gombori Sullumti,Gombori Sullumti,Gombori Sullumti,,,NG008016001,,,,,
clusters,id_9068,1000 Eatate,1000 Eatate,1000 Eatate,,,NG008016001,,,,,
clusters,id_9069,Auno,Auno,Auno,,,NG008016001,,,,,
clusters,id_908,Choula,Choula,Choula,,,NG036002003,,,,,
clusters,id_9101,JAKANA BINAMI,JAKANA BINAMI,JAKANA BINAMI,,,NG008016004,,,,,
clusters,id_9115,MASHAMARI KULUYE,MASHAMARI KULUYE,MASHAMARI KULUYE,,,NG008016007,,,,,
clusters,id_9118,MASHUMAN KULUYE,MASHUMAN KULUYE,MASHUMAN KULUYE,,,NG008016007,,,,,
clusters,id_9120,DUWARI,DUWARI,DUWARI,,,NG008016003,,,,,
clusters,id_9121,GALTIMARI,GALTIMARI,GALTIMARI,,,NG008016003,,,,,
clusters,id_9122,MAINARI,MAINARI,MAINARI,,,NG008016003,,,,,
clusters,id_9123,TAKURI,TAKURI,TAKURI,,,NG008016003,,,,,
clusters,id_9124,GALTIMARI,GALTIMARI,GALTIMARI,,,NG008016003,,,,,
clusters,id_914,Garin Buluma,Garin Buluma,Garin Buluma,,,NG036002003,,,,,
clusters,id_9161,Wazamari Ba Fadami,Wazamari Ba Fadami,Wazamari Ba Fadami,,,NG008016010,,,,,
clusters,id_9164,Ali Kelluri,Ali Kelluri,Ali Kelluri,,,NG008016010,,,,,
clusters,id_9166,Karnawa,Karnawa,Karnawa,,,NG008016010,,,,,
clusters,id_9167,Aisadari,Aisadari,Aisadari,,,NG008016010,,,,,
clusters,id_9171,400 HOUSING ESATE GUBIO,400 HOUSING ESATE GUBIO,400 HOUSING ESATE GUBIO,,,NG008016010,,,,,
clusters,id_9173,TUNGUSHE GANA B,TUNGUSHE GANA B,TUNGUSHE GANA B,,,NG008016010,,,,,
clusters,id_9184,Abuja,Abuja,Abuja,,,NG008016006,,,,,
clusters,id_9186,Garu Kime Jalaba,Garu Kime Jalaba,Garu Kime Jalaba,,,NG008017010,,,,,
clusters,id_9188,Teli,Teli,Teli,,,NG008018002,,,,,
clusters,id_9205,Jeki,Jeki,Jeki,,,NG008018002,,,,,
clusters,id_9207,Wuti Yankur,Wuti Yankur,Wuti Yankur,,,NG008018002,,,,,
clusters,id_9223,Nahuta,Nahuta,Nahuta,,,NG008018003,,,,,
clusters,id_9225,Madi Mallam,Madi Mallam,Madi Mallam,,,NG008018003,,,,,
clusters,id_9238,Jimeta,Jimeta,Jimeta,,,NG008018001,,,,,
clusters,id_9240,Bulama Sule,Bulama Sule,Bulama Sule,,,NG008018001,,,,,
clusters,id_9252,Kubuku Kadaka,Kubuku Kadaka,Kubuku Kadaka,,,NG008018004,,,,,
clusters,id_9260,Dayar,Dayar,Dayar,,,NG008018004,,,,,
clusters,id_9261,KUBUKU,KUBUKU,KUBUKU,,,NG008018004,,,,,
clusters,id_9287,Yimbu Bulama Buba,Yimbu Bulama Buba,Yimbu Bulama Buba,,,NG008018005,,,,,
clusters,id_9307,Bayan Dutse Kwaya,Bayan Dutse Kwaya,Bayan Dutse Kwaya,,,NG008018006,,,,,
clusters,id_9322,Government Lodge,Government Lodge,Government Lodge,,,NG008018006,,,,,
clusters,id_9330,Ibrahim Baidu,Ibrahim Baidu,Ibrahim Baidu,,,NG008018006,,,,,
clusters,id_9355,Bulama Pole,Bulama Pole,Bulama Pole,,,NG008018007,,,,,
clusters,id_9374,Anguwan Audu,Anguwan Audu,Anguwan Audu,,,NG008018007,,,,,
clusters,id_9390,Milda,Milda,Milda,,,NG008018008,,,,,
clusters,id_9399,Ngwazar,Ngwazar,Ngwazar,,,NG008018009,,,,,
clusters,id_9405,Jauro Yusuf,Jauro Yusuf,Jauro Yusuf,,,NG008018009,,,,,
clusters,id_943,Garin Habu,Garin Habu,Garin Habu,,,NG036002004,,,,,
clusters,id_9438,Lesga,Lesga,Lesga,,,NG008018010,,,,,
clusters,id_9440,Hyen Alhaji Garba,Hyen Alhaji Garba,Hyen Alhaji Garba,,,NG008018010,,,,,
clusters,id_9442,Gamawa,Gamawa,Gamawa,,,NG008018010,,,,,
clusters,id_9461,Garin Liman,Garin Liman,Garin Liman,,,NG002009002,,,,,
clusters,id_9471,Waja,Waja,Waja,,,NG002009003,,,,,
clusters,id_9472,Garin Liman,Garin Liman,Garin Liman,,,NG002009003,,,,,
clusters,id_9474,MURSURMI,MURSURMI,MURSURMI,,,NG002009003,,,,,
clusters,id_9487,Bakin Kasuwa,Bakin Kasuwa,Bakin Kasuwa,,,NG002009004,,,,,
clusters,id_9506,TIGNO KOGI,TIGNO KOGI,TIGNO KOGI,,,NG002009006,,,,,
clusters,id_9521,Ballah,Ballah,Ballah,,,NG002009005,,,,,
clusters,id_9534,Hoki Pegi 1,Hoki Pegi 1,Hoki Pegi 1,,,NG002009007,,,,,
clusters,id_9536,Zekun,Zekun,Zekun,,,NG002009007,,,,,
clusters,id_9537,Anguwan Sarki,Anguwan Sarki,Anguwan Sarki,,,NG002009007,,,,,
clusters,id_9547,Kwamunawwagun,Kwamunawwagun,Kwamunawwagun,,,NG002009008,,,,,
clusters,id_9605,R Zafi Quartena,R Zafi Quartena,R Zafi Quartena,,,NG002009009,,,,,
clusters,id_9608,Gwch Dutse,Gwch Dutse,Gwch Dutse,,,NG002009009,,,,,
clusters,id_9610,Gweh Kasa,Gweh Kasa,Gweh Kasa,,,NG002009009,,,,,
clusters,id_9612,HA_37,HA_37,HA_37,,,NG002009009,,,,,
clusters,id_9622,Bulukutu B,Bulukutu B,Bulukutu B,,,NG002009009,,,,,
clusters,id_9627,Matta A,Matta A,Matta A,,,NG002009009,,,,,
clusters,id_964,Dogon Tsamiya,Dogon Tsamiya,Dogon Tsamiya,,,NG036002005,,,,,
clusters,id_9651,Garin Liman,Garin Liman,Garin Liman,,,NG002009010,,,,,
clusters,id_9653,WADUKU,WADUKU,WADUKU,,,NG002009010,,,,,
clusters,id_9665,Lamido Kato,Lamido Kato,Lamido Kato,,,NG036011001,,,,,
clusters,id_9666,Ferni Kura,Ferni Kura,Ferni Kura,,,NG036011001,,,,,
clusters,id_9677,Shekuri,Shekuri,Shekuri,,,NG036011002,,,,,
clusters,id_9678,Rigan Alhaji Buro,Rigan Alhaji Buro,Rigan Alhaji Buro,,,NG036011002,,,,,
clusters,id_9697,Kortoni,Kortoni,Kortoni,,,NG036011003,,,,,
clusters,id_9698,Nkibulwa,Nkibulwa,Nkibulwa,,,NG036011003,,,,,
clusters,id_970,Dajimi,Dajimi,Dajimi,,,NG036002005,,,,,
clusters,id_9700,Kagumsuwa,Kagumsuwa,Kagumsuwa,,,NG036011003,,,,,
clusters,id_9701,Burdi,Burdi,Burdi,,,NG036011003,,,,,
clusters,id_9702,Dole,Dole,Dole,,,NG036011003,,,,,
clusters,id_9715,Garin Haru,Garin Haru,Garin Haru,,,NG036011004,,,,,
clusters,id_9717,Maisirdi,Maisirdi,Maisirdi,,,NG036011004,,,,,
clusters,id_9718,Falimaram,Falimaram,Falimaram,,,NG036011004,,,,,
clusters,id_9720,B/KASUWA,B/KASUWA,B/KASUWA,,,NG036011004,,,,,
clusters,id_9743,Mangari,Mangari,Mangari,,,NG036011005,,,,,
clusters,id_9759,Kabuduwa,Kabuduwa,Kabuduwa,,,NG036011007,,,,,
clusters,id_9762,Garin Hudu,Garin Hudu,Garin Hudu,,,NG036011007,,,,,
clusters,id_9763,Sabon Gari,Sabon Gari,Sabon Gari,,,NG036011007,,,,,
clusters,id_9764,Lamisu,Lamisu,Lamisu,,,NG036011007,,,,,
clusters,id_9774,Machina,Machina,Machina,,,NG036011008,,,,,
clusters,id_9776,HAUSARI,HAUSARI,HAUSARI,,,NG036011008,,,,,
clusters,id_9788,Ghana M Musa,Ghana M Musa,Ghana M Musa,,,NG036011009,,,,,
clusters,id_9789,Zanguna,Zanguna,Zanguna,,,NG036011009,,,,,
clusters,id_9792,Maskandare,Maskandare,Maskandare,,,NG036011009,,,,,
clusters,id_9812,S/ SETTLEMENT,S/ SETTLEMENT,S/ SETTLEMENT,,,NG002010001,,,,,
clusters,id_9814,Madagali,Madagali,Madagali,,,NG002010006,,,,,
clusters,id_9815,HUMSHE,HUMSHE,HUMSHE,,,NG002010006,,,,,
clusters,id_9816,MARABA,MARABA,MARABA,,,NG002010006,,,,,
clusters,id_9817,MISSION,MISSION,MISSION,,,NG002010006,,,,,
clusters,id_9818,SABON GARI,SABON GARI,SABON GARI,,,NG002010006,,,,,
clusters,id_9819,BAH,BAH,BAH,,,NG002010006,,,,,
clusters,id_9820,S/SETTLEMENT,S/SETTLEMENT,S/SETTLEMENT,,,NG002010006,,,,,
clusters,id_9824,MISSION,MISSION,MISSION,,,NG002010006,,,,,
clusters,id_9832,Aji Sambori,Aji Sambori,Aji Sambori,,,NG008019009,,,,,
clusters,id_9833,AJARI,AJARI,AJARI,,,NG008019009,,,,,
clusters,id_9834,BULAMARI,BULAMARI,BULAMARI,,,NG008019009,,,,,
clusters,id_9835,HAUSARI,HAUSARI,HAUSARI,,,NG008019009,,,,,
clusters,id_9836,TUKULERI,TUKULERI,TUKULERI,,,NG008019009,,,,,
clusters,id_9837,WULARI,WULARI,WULARI,,,NG008019009,,,,,
clusters,id_9838,GOVERNMENT GIRLS' SECONDARY SCHOOL,GOVERNMENT GIRLS' SECONDARY SCHOOL,GOVERNMENT GIRLS' SECONDARY SCHOOL,,,NG008019009,,,,,
clusters,id_9840,BULAMARI,BULAMARI,BULAMARI,,,NG008019009,,,,,
clusters,id_9841,TUKALERI,TUKALERI,TUKALERI,,,NG008019009,,,,,
clusters,id_9842,AJARI,AJARI,AJARI,,,NG008019009,,,,,
clusters,id_9843,WULARI,WULARI,WULARI,,,NG008019009,,,,,
clusters,id_9861,Golaram Ganya'A,Golaram Ganya'A,Golaram Ganya'A,,,NG008020004,,,,,
clusters,id_9864,Furram Lawanti,Furram Lawanti,Furram Lawanti,,,NG008020004,,,,,
clusters,id_9873,Kori,Kori,Kori,,,NG008020005,,,,,
clusters,id_9877,LAWANTI AJIRI,LAWANTI AJIRI,LAWANTI AJIRI,,,NG008020005,,,,,
clusters,id_9878,MODU AJIRI,MODU AJIRI,MODU AJIRI,,,NG008020005,,,,,
clusters,id_9880,GGSS QUARTERS,GGSS QUARTERS,GGSS QUARTERS,,,NG008020005,,,,,
clusters,id_9881,MALAYI CAMP,MALAYI CAMP,MALAYI CAMP,,,NG008020005,,,,,
clusters,id_9882,BARE CAMP,BARE CAMP,BARE CAMP,,,NG008020005,,,,,
clusters,id_9887,MODU AJIRI,MODU AJIRI,MODU AJIRI,,,NG008020005,,,,,
clusters,id_9890,Golori,Golori,Golori,,,NG008020007,,,,,
clusters,id_9900,Shettimari B,Shettimari B,Shettimari B,,,NG008020007,,,,,
clusters,id_9902,Fashar Ajiri,Fashar Ajiri,Fashar Ajiri,,,NG008020007,,,,,
clusters,id_9908,Goni Musari,Goni Musari,Goni Musari,,,NG008020007,,,,,
clusters,id_9910,Jetete,Jetete,Jetete,,,NG008020007,,,,,
clusters,id_9925,Aji Bairi,Aji Bairi,Aji Bairi,,,NG008020009,,,,,
clusters,id_9926,Tudu,Tudu,Tudu,,,NG008020011,,,,,
clusters,id_9931,Kasugula,Kasugula,Kasugula,,,NG008020011,,,,,
clusters,id_9932,KASUGHULA,KASUGHULA,KASUGHULA,,,NG008020011,,,,,
clusters,id_9933,LAWANTI A,LAWANTI A,LAWANTI A,,,NG008020011,,,,,
clusters,id_9935,MODU KEMERI,MODU KEMERI,MODU KEMERI,,,NG008020011,,,,,
clusters,id_9948,Telari,Telari,Telari,,,NG008021001,,,,,
clusters,id_9949,Shuwari,Shuwari,Shuwari,,,NG008021001,,,,,
clusters,id_9950,TEACHERS VILLAGE,TEACHERS VILLAGE,TEACHERS VILLAGE,,,NG008021001,,,,,
clusters,id_9961,Bolori Gana,Bolori Gana,Bolori Gana,,,NG008021002,,,,,
clusters,id_9962,Dan Kelluri,Dan Kelluri,Dan Kelluri,,,NG008021003,,,,,
clusters,id_9966,Gwange 1,Gwange 1,Gwange 1,,,NG008021006,,,,,
clusters,id_9984,Moduganari Tudu,Moduganari Tudu,Moduganari Tudu,,,NG008021013,,,,,
clusters,id_9985,Kasula,Kasula,Kasula,,,NG008021013,,,,,
clusters,id_9987,Gangamari,Gangamari,Gangamari,,,NG008021014,,,,,
clusters,id_9989,GINCHI,GINCHI,GINCHI,,,NG002011008,,,,,
clusters,id_9999,DCC SHUWARI CAMP,DCC SHUWARI CAMP,DCC SHUWARI CAMP,,,NG008021001,,,,,
clusters,Top1,BORRONG B,BORRONG B,BORRONG B,,,NG002001002,,,,,
clusters,Top2,BORRONG A,BORRONG A,BORRONG A,,,NG002001002,,,,,
clusters,Top3,KODOMUN,KODOMUN,KODOMUN,,,NG002001003,,,,,
clusters,Top4,BAJABURE,BAJABURE,BAJABURE,,,NG002005002,,,,,
clusters,Top5,K H O,K H O,K H O,,,NG002005003,,,,,
clusters,Top6,ANGWAN FULANI,ANGWAN FULANI,ANGWAN FULANI,,,NG002005008,,,,,
clusters,Top7,DAWARE CAMP,DAWARE CAMP,DAWARE CAMP,,,NG002002007,,,,,
clusters,Top8,ANGUWAN SINI,ANGUWAN SINI,ANGUWAN SINI,,,NG002006004,,,,,
clusters,Top9,GYAWANA,GYAWANA,GYAWANA,,,NG002009002,,,,,
clusters,Top10,MUNETERI,MUNETERI,MUNETERI,,,NG002009004,,,,,
clusters,Top11,TIGNO DUTSE,TIGNO DUTSE,TIGNO DUTSE,,,NG002009010,,,,,
clusters,Top12,Virangwada,Virangwada,Virangwada,,,NG002010006,,,,,
clusters,Top13,Gada Mayu Ii,Gada Mayu Ii,Gada Mayu Ii,,,NG002010009,,,,,
clusters,Top14,MARARABA,MARARABA,MARARABA,,,NG002011003,,,,,
clusters,Top15,ANGWAN KASHEW,ANGWAN KASHEW,ANGWAN KASHEW,,,NG002013007,,,,,
clusters,Top16,KIKAI,KIKAI,KIKAI,,,NG002016003,,,,,
clusters,Top17,PULLUM,PULLUM,PULLUM,,,NG002016005,,,,,
clusters,Top18,YELWA PRI SCH,YELWA PRI SCH,YELWA PRI SCH,,,NG002020011,,,,,
clusters,Top19,SANDA PRI SCHOOL,SANDA PRI SCHOOL,SANDA PRI SCHOOL,,,NG002021005,,,,,
clusters,Top20,AJARI,AJARI,AJARI,,,NG036002008,,,,,
clusters,Top21,MUTIRI,MUTIRI,MUTIRI,,,NG036003004,,,,,
clusters,Top22,ABUJAN AMARE,ABUJAN AMARE,ABUJAN AMARE,,,NG036010010,,,,,
clusters,Top23,JAJIMAJI,JAJIMAJI,JAJIMAJI,,,NG036010006,,,,,
clusters,Top24,UNGUWAR JAJI,UNGUWAR JAJI,UNGUWAR JAJI,,,NG036014001,,,,,
clusters,Top25,BINGEL,BINGEL,BINGEL,,,NG036014008,,,,,
clusters,Top26,BADEJO,BADEJO,BADEJO,,,NG036014010,,,,,
clusters,Top27,BULAMA ABDUL,BULAMA ABDUL,BULAMA ABDUL,,,NG036015001,,,,,
clusters,Top28,TABRA,TABRA,TABRA,,,NG008005006,,,,,
clusters,Top29,DADIN-KOWA,DADIN-KOWA,DADIN-KOWA,,,NG008005002,,,,,
clusters,Top30,MIRINGA,MIRINGA,MIRINGA,,,NG008005008,,,,,
clusters,Top31,Gwoza Wakani Dalhatu,Gwoza Wakani Dalhatu,Gwoza Wakani Dalhatu,,,NG008011006,,,,,
clusters,Top32,Kwashare Anguwan Ndaware,Kwashare Anguwan Ndaware,Kwashare Anguwan Ndaware,,,NG008011013,,,,,
clusters,Top33,VINADAM,VINADAM,VINADAM,,,NG008012002,,,,,
clusters,Top34,AZARE,AZARE,AZARE,,,NG008012004,,,,,
clusters,Top35,WALAMA,WALAMA,WALAMA,,,NG008012010,,,,,
clusters,Top36,GARHULWA,GARHULWA,GARHULWA,,,NG008012009,,,,,
clusters,Top37,GIDAN BREDI,GIDAN BREDI,GIDAN BREDI,,,NG008013002,,,,,
clusters,Top38,DOGON MASALLACI,DOGON MASALLACI,DOGON MASALLACI,,,NG008013009,,,,,
clusters,Top39,KORSO BASHIR CAMP,KORSO BASHIR CAMP,KORSO BASHIR CAMP,,,NG008013011,,,,,
clusters,Top40,TUNGUSHE NGUR,TUNGUSHE NGUR,TUNGUSHE NGUR,,,NG008016010,,,,,
clusters,Top41,CHABBOL NGUBDORI,CHABBOL NGUBDORI,CHABBOL NGUBDORI,,,NG008016010,,,,,
clusters,Top42,LAWANTI,LAWANTI,LAWANTI,,,NG008020005,,,,,
clusters,Top43,KASUGULA,KASUGULA,KASUGULA,,,NG008020011,,,,,
clusters,Top44,CENTRAL MOSQUE,CENTRAL MOSQUE,CENTRAL MOSQUE,,,NG008025006,,,,,
clusters,Top45,WULARI  HC,WULARI  HC,WULARI  HC,,,NG008025006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008002001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008002013,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008002002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008002012,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001007,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036001010,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008003002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008003005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008003006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004007,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008004010,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005007,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005010,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008005011,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002007,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036002010,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008006001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008006004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008006002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008006008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008006003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003001,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003002,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003003,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003004,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003006,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003007,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003008,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003010,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG036003011,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008007005,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG008007009,,,,,
clusters,other,Other / I don’t know,Other / Ban sani ba,Other / Ban sani ba,,,NG002001001,,,,,
