list_name,name,label,label::Hausa,state,LGA,Ward
clusters,unguwan_wulgaude__rc,Unguwan Wulgaude - RC,Unguwan Wulgaude - RC,,,bargu
clusters,anguwan_tinno__rc,Anguwan Tinno - RC,Anguwan Tinno - RC,,,gora
clusters,jauro_abdu__rc,Jauro Abdu - RC,Jauro Abdu - RC,,,gwalasho
clusters,adamu_loni__rc,Adamu Loni - RC,Adamu Loni - RC,,,kubo
clusters,madina__rc,Madina - RC,Madina - RC,,,shani
clusters,saidawa_(azam)__rc,SAIDAWA (AZAM) - RC,SAIDAWA (AZAM) - RC,,,dawayo
clusters,alhaji_gamajam__rc,ALHAJI GAMAJAM - RC,ALHAJI GAMAJAM - RC,,,katuzu
clusters,ali_master__rc,ALI MASTER - RC,ALI MASTER - RC,,,lawan_fannami
clusters,mallam_batis__rc,MALLAM BATIS - RC,MALLAM BATIS - RC,,,lawan_fannami
clusters,layin_mallam_tijjani__rc,LAYIN MALLAM TIJJANI - RC,LAYIN MALLAM TIJJANI - RC,,,sabon_gari
clusters,bulama_alhahmadu__rc,BULAMA ALH.AHMADU - RC,BULAMA ALH.AHMADU - RC,,,dapchi
clusters,ajiri_bulama_modu__rc,AJIRI BULAMA MODU - RC,AJIRI BULAMA MODU - RC,,,guji_metalari
clusters,garun_dole_lawanti__rc,GARUN DOLE LAWANTI - RC,GARUN DOLE LAWANTI - RC,,,jawa_g_dole
clusters,baya_bade_dan_baya__rc,BAYA BADE DAN BAYA - RC,BAYA BADE DAN BAYA - RC,,,kaliyari
clusters,dumburi_sabon_gari__rc,DUMBURI SABON GARI - RC,DUMBURI SABON GARI - RC,,,masaba
clusters,police_bareck__rc,Police Bareck - RC,Police Bareck - RC,,,bindigari_pawari
clusters,hausari_area__rc,Hausari Area - RC,Hausari Area - RC,,,damaturu_central
clusters,yvc_extension__rc,Y.V.C. Extension - RC,Y.V.C. Extension - RC,,,damaturu_central
clusters,kasaisa_village__rc,KASAISA VILLAGE - RC,KASAISA VILLAGE - RC,,,gambir_moduri
clusters,tsangaya__rc,Tsangaya - RC,Tsangaya - RC,,,murfakalam
clusters,alh_goni_fika__rc,ALH. GONI FIKA - RC,ALH. GONI FIKA - RC,,,fika_anze
clusters,maina_galka_baba_ji__rc,maina galka baba ji - RC,maina galka baba ji - RC,,,gadaka
clusters,mai_ang_hussaini__rc,Mai Ang Hussaini - RC,Mai Ang Hussaini - RC,,,garu
clusters,gabasa__rc,GABASA - RC,GABASA - RC,,,ngalda
clusters,gantsa__rc,Gantsa - RC,Gantsa - RC,,,ngalda
clusters,lamido_dundo__rc,Lamido Dundo - RC,Lamido Dundo - RC,,,borno_kiji
clusters,sabon_gari_b__rc,SABON GARI B. - RC,SABON GARI B. - RC,,,damagum_a
clusters,barkeje__rc,BARKEJE - RC,BARKEJE - RC,,,jajere
clusters,j_yusai__rc,J. YUSAI - RC,J. YUSAI - RC,,,jajere
clusters,jauro_abdu__rc,Jauro Abdu - RC,Jauro Abdu - RC,,,kayeri
clusters,goniri__rc,GONIRI - RC,GONIRI - RC,,,asheikri_1
clusters,lawan_abba__rc,Lawan abba - RC,Lawan abba - RC,,,asheikri_1
clusters,mallam_yagana__rc,MALLAM YAGANA - RC,MALLAM YAGANA - RC,,,asheikri_1
clusters,mundilmari__rc,MUNDILMARI - RC,MUNDILMARI - RC,,,asheikri_1
clusters,nuri_borehole__rc,NURI BOREHOLE - RC,NURI BOREHOLE - RC,,,asheikri_2
clusters,fulatari__rc,FULATARI - RC,FULATARI - RC,,,gujba
clusters,gujba_fulatari_b__rc,GUJBA FULATARI B - RC,GUJBA FULATARI B - RC,,,gujba
clusters,kasatchiya_kura__rc,KASATCHIYA KURA - RC,KASATCHIYA KURA - RC,,,gujba
clusters,kasatchiya_sabo__rc,KASATCHIYA SABO - RC,KASATCHIYA SABO - RC,,,gujba
clusters,mutai_malari__rc,MUTAI MALARI - RC,MUTAI MALARI - RC,,,mutai
clusters,fulatari__rc,FULATARI - RC,FULATARI - RC,,,bularafa
clusters,mai_anguwan_grema__rc,mai anguwan grema - RC,mai anguwan grema - RC,,,bularafa
clusters,gala_ciroma__rc,GALA CIROMA - RC,GALA CIROMA - RC,,,teteba
clusters,galabata/hausa__rc,GALABATA/HAUSA - RC,GALABATA/HAUSA - RC,,,teteba
clusters,mal_haro__rc,Mal Haro - RC,Mal Haro - RC,,,dumbari
clusters,lafiyari__rc,Lafiyari - RC,Lafiyari - RC,,,gidgid_bayam
clusters,maina_aliyu__rc,Maina Aliyu - RC,Maina Aliyu - RC,,,jaba
clusters,lamido_tsere__rc,Lamido Tsere - RC,Lamido Tsere - RC,,,jakusko
clusters,alin_kuka__rc,Alin Kuka - RC,Alin Kuka - RC,,,muguram
clusters,rugar_shehu__rc,RUGAR SHEHU - RC,RUGAR SHEHU - RC,,,bilal_jawa
clusters,isakari_a__rc,ISAKARI A - RC,ISAKARI A - RC,,,jajeri
clusters,bulamari__rc,BULAMARI - RC,BULAMARI - RC,,,jaji_maji
clusters,ashafura__rc,ASHAFURA - RC,ASHAFURA - RC,,,jaji_maji
clusters,azozori__rc,AZOZORI - RC,AZOZORI - RC,,,wachakal
clusters,anguwan_ali__rc,Anguwan Ali - RC,Anguwan Ali - RC,,,kukayasku
clusters,anguwan_m_dahiru__rc,Anguwan M. Dahiru - RC,Anguwan M. Dahiru - RC,,,kukayasku
clusters,gabarawa__rc,GABARAWA - RC,GABARAWA - RC,,,machina
clusters,talbari__rc,TALBARI - RC,TALBARI - RC,,,machina
clusters,amayi_jesin__rc,AMAYI JESIN - RC,AMAYI JESIN - RC,,,chukuriya
clusters,tashan_kurege__rc,Tashan kurege - RC,Tashan kurege - RC,,,langawa_darin
clusters,chalino_dan_falini__rc,Chalino Dan Falini - RC,Chalino Dan Falini - RC,,,degubi
clusters,daniski_sarki__rc,Daniski Sarki - RC,Daniski Sarki - RC,,,degubi
clusters,dorawa_fita__rc,DORAWA FITA - RC,DORAWA FITA - RC,,,dudduye
clusters,nayinawa_gidan_wanka__rc,NAYINAWA GIDAN WANKA - RC,NAYINAWA GIDAN WANKA - RC,,,ngarbi
clusters,kantudu__rc,KANTUDU - RC,KANTUDU - RC,,,nglaiwa
clusters,limanti_b__rc,LIMANTI B - RC,LIMANTI B - RC,,,tsohon_nguru
clusters,tashan_ayuba_ii__rc,TASHAN AYUBA II - RC,TASHAN AYUBA II - RC,,,tsohon_nguru
clusters,bomoi_maina__rc,Bomoi Maina - RC,Bomoi Maina - RC,,,bolewa_a
clusters,m_adamu_wanzam__rc,M. Adamu Wanzam - RC,M. Adamu Wanzam - RC,,,dogon_nini
clusters,tsamiyyar_awu__rc,Tsamiyyar Awu - RC,Tsamiyyar Awu - RC,,,dogon_nini
clusters,unguwan_lamba__rc,Unguwan Lamba - RC,Unguwan Lamba - RC,,,mamudo
clusters,yawachi__rc,Yawachi - RC,Yawachi - RC,,,yerimaram
clusters,bulama_muktar_kasuwa__rc,BULAMA MUKTAR KASUWA - RC,BULAMA MUKTAR KASUWA - RC,,,babangida
clusters,goni_gumsuri__rc,GONI GUMSURI - RC,GONI GUMSURI - RC,,,goduram
clusters,tulferi__rc,TULFERI - RC,TULFERI - RC,,,koriyel
clusters,laigo_gajere__rc,LAIGO GAJERE - RC,LAIGO GAJERE - RC,,,manda_daa
clusters,janari__rc,JANARI - RC,JANARI - RC,,,shekau
clusters,majema__rc,MAJEMA - RC,MAJEMA - RC,,,yunusari
clusters,majema__rc,MAJEMA - RC,MAJEMA - RC,,,kumagannam
clusters,mallam_ado__rc,Mallam Ado - RC,Mallam Ado - RC,,,mayori
clusters,bulamari__rc,BULAMARI - RC,BULAMARI - RC,,,yusufari
clusters,goniri__rc,GONIRI - RC,GONIRI - RC,,,yusufari
clusters,tasha_to_model__rc,TASHA TO MODEL - RC,TASHA TO MODEL - RC,,,yusufari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,a_lawant
clusters,i_dont_know,I Don't Know,Ban sani ba,,,abbaram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,adarawo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,aduwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,afunori
clusters,i_dont_know,I Don't Know,Ban sani ba,,,afuye
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ajigin_a
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ajigin_b
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ajiri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ajiya
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ala
clusters,i_dont_know,I Don't Know,Ban sani ba,,,alagarno
clusters,i_dont_know,I Don't Know,Ban sani ba,,,alarge
clusters,i_dont_know,I Don't Know,Ban sani ba,,,alau
clusters,i_dont_know,I Don't Know,Ban sani ba,,,alkalawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,amchaka
clusters,i_dont_know,I Don't Know,Ban sani ba,,,andara
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ardimini
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ardoram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,arege
clusters,i_dont_know,I Don't Know,Ban sani ba,,,asaga
clusters,i_dont_know,I Don't Know,Ban sani ba,,,asheikri_1
clusters,i_dont_know,I Don't Know,Ban sani ba,,,asheikri_2
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ashigashiya
clusters,i_dont_know,I Don't Know,Ban sani ba,,,askira_east
clusters,i_dont_know,I Don't Know,Ban sani ba,,,auno
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ayi_yasku
clusters,i_dont_know,I Don't Know,Ban sani ba,,,azir_multe
clusters,i_dont_know,I Don't Know,Ban sani ba,,,babangida
clusters,i_dont_know,I Don't Know,Ban sani ba,,,babel
clusters,i_dont_know,I Don't Know,Ban sani ba,,,badairi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,badu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,baga
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bahuli
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bajama
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bakari_goso
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bako
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bakta
clusters,i_dont_know,I Don't Know,Ban sani ba,,,balbaya
clusters,i_dont_know,I Don't Know,Ban sani ba,,,balle
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bangshika
clusters,i_dont_know,I Don't Know,Ban sani ba,,,banjiram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,banki
clusters,i_dont_know,I Don't Know,Ban sani ba,,,banowa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bara
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bare
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bare_bari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bargu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,barwati
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bayamari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bazza_margi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bego
clusters,i_dont_know,I Don't Know,Ban sani ba,,,belel
clusters,i_dont_know,I Don't Know,Ban sani ba,,,benisheikh
clusters,i_dont_know,I Don't Know,Ban sani ba,,,beti
clusters,i_dont_know,I Don't Know,Ban sani ba,,,betso
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bila_gusi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bilal_jawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bilingwi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bille
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bindigari_pawari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,binyeri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,biriri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bita_izge
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bobini
clusters,i_dont_know,I Don't Know,Ban sani ba,,,boboshe
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bodeno
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bodwai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,boga
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bogo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bogomari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bogum
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bole_yolde_pate
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bolewa_a
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bolewa_b
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bolori_i
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bolori_ii
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borgozo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borko
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borno_kiji
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borno_yesu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borrong
clusters,i_dont_know,I Don't Know,Ban sani ba,,,borsori
clusters,i_dont_know,I Don't Know,Ban sani ba,,,briyel
clusters,i_dont_know,I Don't Know,Ban sani ba,,,buduwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bukarti
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bulabulin
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bulanguwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bularafa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bulatura
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bultuwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,buma
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bumsa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bundur
clusters,i_dont_know,I Don't Know,Ban sani ba,,,buni_gari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,buni_yadi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,buratai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,busuna
clusters,i_dont_know,I Don't Know,Ban sani ba,,,bwalki
clusters,i_dont_know,I Don't Know,Ban sani ba,,,chamba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,chikide
clusters,i_dont_know,I Don't Know,Ban sani ba,,,chikila
clusters,i_dont_know,I Don't Know,Ban sani ba,,,chilariye
clusters,i_dont_know,I Don't Know,Ban sani ba,,,chukuriya
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dabira
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dabule
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dadingel
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dagona
clusters,i_dont_know,I Don't Know,Ban sani ba,,,daima
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dakri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,daksiri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dala
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dalori
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dalwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damagum_a
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damagum_b
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damakasu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damakuli
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damaram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damare
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damasak
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damaturu_central
clusters,i_dont_know,I Don't Know,Ban sani ba,,,damboa_central
clusters,i_dont_know,I Don't Know,Ban sani ba,,,danaba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,danani
clusters,i_dont_know,I Don't Know,Ban sani ba,,,danchuwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dapchi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,darajamal
clusters,i_dont_know,I Don't Know,Ban sani ba,,,daura_a
clusters,i_dont_know,I Don't Know,Ban sani ba,,,daura_b
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dawasa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dawayo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dawo_1
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dawo_2
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dazigau
clusters,i_dont_know,I Don't Know,Ban sani ba,,,degaltura
clusters,i_dont_know,I Don't Know,Ban sani ba,,,degubi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dekwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,demsa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,digil
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dikwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dilala
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dille_huyim
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dilli
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dirbishi_gandira
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dirma
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dogo_tebo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dogoma
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dogon_nini
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dogoshi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dokshi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dole
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dong
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dongo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,doro
clusters,i_dont_know,I Don't Know,Ban sani ba,,,doubeli
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dubwangun
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dudduye
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dugja
clusters,i_dont_know,I Don't Know,Ban sani ba,,,duhu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,duji
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dukul
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dumbari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dumna
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dumne
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dumsai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dusuma
clusters,i_dont_know,I Don't Know,Ban sani ba,,,duvu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,duwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,dwam
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fajiganari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,falimaram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,farang
clusters,i_dont_know,I Don't Know,Ban sani ba,,,felo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fezzan
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fika_anze
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fikhayel
clusters,i_dont_know,I Don't Know,Ban sani ba,,,foguwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fufore
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fukurti
clusters,i_dont_know,I Don't Know,Ban sani ba,,,furram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,futchimiram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,futudou__futules
clusters,i_dont_know,I Don't Know,Ban sani ba,,,fuye
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gaanda
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gabai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gabon
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gadai
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gadaka
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gagure
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gajibo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gajigana
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gajiram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,galangi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,galdimari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,galtimari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamadadi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamadiyo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamawu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gambir_moduri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamboru
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamboru_a
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamboru_b
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamboru_c
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gamu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gang_fada
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ganye_i
clusters,i_dont_know,I Don't Know,Ban sani ba,,,ganye_ii
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garaha
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garin_gawo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garin_tuwo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garkida
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garta__ghunchi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,garubula
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gashigar
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gasi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gasma
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gatamarwa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gava_agapalawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gaya_sikalmi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gazabure
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gella
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gengle
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gereng
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gidgid_bayam
clusters,i_dont_know,I Don't Know,Ban sani ba,,,girei_1
clusters,i_dont_know,I Don't Know,Ban sani ba,,,girei_2
clusters,i_dont_know,I Don't Know,Ban sani ba,,,goduram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gomari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gombi_north
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gombi_south
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gongulong
clusters,i_dont_know,I Don't Know,Ban sani ba,,,goniri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gora
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gorgoram
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gorobi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gotala
clusters,i_dont_know,I Don't Know,Ban sani ba,,,grim_damchoba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guba_dapso
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gubio_1
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gubio_2
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gude
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gudi_dozi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gudu_mboi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guduf_ab
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gudumbali_east
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gudumbali_west
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gujba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guji_metalari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gulak
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gulani
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gulumba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gumna
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gumsa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gumshi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gumsuri
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gumti
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gunda
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gundu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gur
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gurin
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gurumpawo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guwal
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guwo
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guworam
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guya
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guyaku
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guyuk
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guzamala_east
clusters,i_dont_know,I Don't Know,Ban sani ba,,,guzamala_west
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwadabawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwalasho
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwamba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwandi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwangang_chata
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwange_i
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwange_ii
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwange_iii
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwapopolok
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwaskara
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gwio_kura
clusters,i_dont_know,I Don't Know,Ban sani ba,,,gyawana
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hambagda
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hausari
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hausari_tampul
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hausari_zadawa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hausawa_asibiti
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hildi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hizhibwala
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hong
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hoserezum
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hoyo_chingowa
clusters,i_dont_know,I Don't Know,Ban sani ba,,,humbutudi
clusters,i_dont_know,I Don't Know,Ban sani ba,,,hyambula
clusters,i_dont_know,I Don't Know,Ban sani ba,,,i_dont_know
clusters,i_dont_know,I Don't Know,Ban sani ba,,,imburu
clusters,i_dont_know,I Don't Know,Ban sani ba,,,jaba
clusters,i_dont_know,I Don't Know,Ban sani ba,,,jabullam
clusters,i_dont_know,I Don't Know,Ban sani ba,,,jada_1
